ticket_subject,ticket_body,origin,status,priority,reporter_id,lat,lng
Elevator Out of Service at 1144 Pelham Parkway South (unique_key: 67082264),"I am writing to report that the elevator at 1144 Pelham Parkway South in the Bronx is currently out of service. As there is only one elevator in the building, this is causing a significant inconvenience to residents, particularly those with mobility issues. I am concerned about the impact this is having on the daily lives of those who rely on the elevator and request that it be repaired as soon as possible. I would appreciate it if someone could look into this matter and provide a timeline for when the elevator can be expected to be back in service.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.856965325061324,-73.85566890870618
Unsecured Trash and Recycling on Miles Avenue (unique_key: 67085430),"I am reporting a residential disposal issue at 2602 Miles Avenue in the Bronx, where trash and recycling are not being properly secured. The unsecured waste is attracting pests and creating an eyesore on the street. As a concerned citizen, I am worried about the potential health and safety risks this poses to the community. I kindly request that the appropriate authorities address this issue and ensure that the resident secures their trash and recycling properly.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.815234190909166,-73.82735273252219
Construction Blocking Amsterdam Avenue (unique_key: 67078151),"I am writing to report that Amsterdam Avenue in Manhattan is currently blocked due to construction, causing significant disruptions to traffic and pedestrian flow. The blockage is hindering the ability of vehicles and pedestrians to pass through, and I am concerned about the potential safety hazards this may pose. I would appreciate it if the city could look into this matter and work with the construction team to find a solution that minimizes the impact on the community. The construction equipment and debris are taking up the entire street, leaving no clear path for commuters.",phone,awaiting response,high,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.78573446362824,-73.9764412100906
"Indoor Air Quality Issue at 256 Flushing Avenue, Brooklyn (unique_key: 67078042)","I am writing to report a concern about the indoor air quality at 256 Flushing Avenue, a commercial building in Brooklyn. Over the past few weeks, I have noticed a strong, unpleasant odor inside the building that seems to be causing discomfort and health issues for occupants. The smell is persistent and appears to be coming from the ventilation system, but the source is unclear. I am worried about the potential health risks and would appreciate it if someone could investigate and address this issue as soon as possible.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.697638970096506,-73.96563894124664
"Improper Vent/Exhaust Installation at 8622 3rd Avenue, Brooklyn (unique_key: 67074105)","I am writing to report a potential safety hazard at 8622 3rd Avenue in Brooklyn. The building's vent/exhaust system appears to be improperly installed, which may be causing noise and air quality issues for nearby residents. I am concerned that this may be a violation of city codes and regulations, and I would like the city to investigate and take necessary actions to ensure the system is corrected. I would appreciate it if someone could look into this matter as soon as possible to prevent any potential health or safety risks.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.62323988478026,-74.0311635359921
Damaged Sidewalk at 2392 Woodhull Avenue (unique_key: 67075166),"I am writing to report a hazardous condition on the sidewalk in front of 2392 Woodhull Avenue in the Bronx. The sidewalk is broken and uneven, posing a tripping hazard to pedestrians, especially seniors and young children. I am concerned that someone may get hurt if this issue is not addressed promptly. I would appreciate it if the city could repair or replace the damaged sidewalk as soon as possible.",web form,awaiting response,high,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.860586649753124,-73.84182219587184
"Excessive Helicopter Noise at 295 St Johns Place, Brooklyn (unique_key: 67076616)","I am writing to report a persistent noise issue caused by helicopters flying overhead at my residence, 295 St Johns Place in Brooklyn. The constant helicopter traffic is disrupting my daily life and making it difficult for me to rest and concentrate. The noise is particularly bothersome during evening and late-night hours, and I am concerned about the potential impact on my quality of life and the overall well-being of my community. I would appreciate it if the city could investigate this matter and take necessary steps to mitigate the noise disturbance.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.6741882773614,-73.96783208240237
"Dead Rodent on Sidewalk at 24 Mac Dougal Street, Brooklyn (unique_key: 67085426)",I am reporting a dead rat or mouse on the sidewalk in front of 24 Mac Dougal Street in Brooklyn. The animal is located on the public sidewalk and is causing an unpleasant odor and unsanitary conditions. I am concerned about the potential health risks and would like the city to remove the carcass as soon as possible. I would appreciate it if someone could dispatch a crew to collect the dead animal and clean the area.,phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.67918817602304,-73.9203979846024
Missing Manhole Cover in Brooklyn (unique_key: 67079730),"I am reporting a missing manhole cover in Brooklyn, which I believe is a serious safety hazard. The cover is completely gone, leaving a large open hole in the ground that could cause injuries or accidents. I am concerned that this could also lead to sewer backups or other environmental issues if not addressed promptly. I would appreciate it if someone could send a crew to replace the cover as soon as possible.",phone,awaiting response,high,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.58984509176478,-73.99110315720112
Water Hydrant Leaking in Queens (unique_key: 67079743),"I am reporting a constantly running fire hydrant in the Queens borough, which is wasting a significant amount of water. The hydrant is located in a residential area and has been leaking for at least a day, causing water to accumulate on the sidewalk and street. I am concerned about the potential for water damage, slippery roads, and the unnecessary waste of this valuable resource. I would appreciate it if someone could investigate and repair the hydrant as soon as possible.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.74226044264511,-73.8906984670644
Unlicensed Food Vendor Operating on West 50 Street (unique_key: 67081082),"I am writing to report an unlicensed food vendor operating on West 50 Street in Manhattan. The vendor is set up on the street and appears to be selling food without any visible permits or licenses. I am concerned about the potential health and safety risks associated with unregulated food sales, and I would appreciate it if the city could send someone to investigate and take appropriate action. This issue has been ongoing for several days, and I believe it is necessary to address it as soon as possible to maintain the cleanliness and safety of our neighborhood.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.76185118984676,-73.98504098445952
Missed Compost Collection on College Road (unique_key: 67079635),"I am reporting a missed compost collection at my address, 284 College Road in the Bronx. My compost was placed at the curb on the designated collection day, but it was not picked up. I am concerned that this missed collection will attract pests and create an unsanitary condition, and I would appreciate it if the compost could be collected as soon as possible. I would like to request that the collection be rescheduled to rectify this issue.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.89598139659923,-73.89997672069741
Construction Blocking Amsterdam Avenue (unique_key: 67075168),"I am writing to report that Amsterdam Avenue in Manhattan is currently blocked due to ongoing construction. The road is completely obstructed, causing traffic congestion and making it difficult for pedestrians and vehicles to pass through. I am concerned that this blockage may be causing disruptions to local businesses and residents, and I would appreciate it if the city could look into expediting the construction or providing alternative routes. The construction appears to be taking place near the middle of the block, and there are no clear detour signs directing traffic around the area.",phone,awaiting response,high,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.79087177446261,-73.97269078525044
"Chemical Odor Complaint at 23-84 24 Street, Queens (unique_key: 67082582)","I am reporting a strong chemical odor coming from the vicinity of 23-84 24 Street in Queens. The smell is persistent and concerns me due to potential health risks. I am unsure of the source, but it appears to be emanating from a nearby location. I kindly request that someone investigate and address this issue as soon as possible to ensure the safety of the community.",web form,awaiting response,high,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.77574806267802,-73.91943407875723
Graffiti at Commercial Location on Third Avenue (unique_key: 67078522),"I am writing to report an incident of graffiti at the commercial building located at 4378 Third Avenue in the Bronx. The graffiti is visible and appears to have been recently added, detracting from the overall appearance of the area. As a concerned citizen, I believe it is essential to address this issue promptly to maintain the cleanliness and attractiveness of our community. I would appreciate it if the city could send someone to remove the graffiti as soon as possible.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.85082030770396,-73.8939575924585
Graffiti at Commercial Location on Mott Street (unique_key: 67074101),"I am reporting an incident of graffiti at the commercial location of 20 Mott Street in Manhattan. The building has been vandalized with unwanted tags and markings, which is not only an eyesore but also detrimental to the overall aesthetic of the neighborhood. I am concerned that if this issue is not addressed promptly, it may attract more vandalism and negatively impact local businesses. I would appreciate it if the city could send someone to remove the graffiti as soon as possible.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.71426089501291,-73.99874468617548
Damaged Sidewalk and Tree Roots on South 5 Street (unique_key: 67080851),"I am writing to report a concern with the sidewalk condition on South 5 Street, specifically at 348 South 5 Street in Brooklyn. The tree roots have grown out of control, causing the sidewalk to lift and crack, creating a tripping hazard for pedestrians. I believe this issue falls under the Trees and Sidewalks Program, and I would appreciate it if the city could send someone to assess and repair the damage. This repair would greatly improve the safety and accessibility of the sidewalk for everyone in the community.",web form,awaiting response,high,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.708320792891556,-73.95530326613593
Dirty Condition - Trash on Sidewalk at 21 West 123 Street (unique_key: 67085376),"I am reporting a dirty condition on the sidewalk at 21 West 123 Street in Manhattan. There is a significant amount of trash scattered on the sidewalk, creating an unsanitary and unpleasant environment for pedestrians. The trash appears to have been accumulating for some time and is in need of immediate attention to maintain the cleanliness and aesthetic of the area. I would appreciate it if someone could arrange for the trash to be removed as soon as possible.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.805982715029565,-73.9452535778715
Street Light Outage on Stuart Street in Brooklyn (unique_key: 67079978),"I am reporting a street light outage at 2142 Stuart Street in Brooklyn. The light has been out for a few days, and it's causing concerns for safety and visibility in the area, especially at night. I am worried that the darkness may attract crime or pose a risk to pedestrians, and I would appreciate it if the city could repair or replace the light as soon as possible. The outage is affecting the entire block, and I believe it's essential to address this issue promptly to maintain public safety.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.60305984276144,-73.93520332201477
Helicopter Noise Disturbance on West 94 Street (unique_key: 67083801),"I am writing to report a persistent and excessive noise disturbance caused by a helicopter hovering above my residence at 340 West 94 Street in Manhattan. The constant whirring and humming of the helicopter is disrupting my daily activities and causing a significant disturbance to the overall quality of life in the area. I am concerned about the potential impact of this noise on the health and well-being of residents, especially during late evening and early morning hours when the noise is most pronounced. I would appreciate it if someone could look into this matter and take necessary steps to mitigate the noise disturbance.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.79447622029825,-73.97542326530788
Excessive Noise from Air Conditioning/Ventilation Equipment at 248 West 14th Street (unique_key: 67078335),I am writing to report a noise complaint regarding the air conditioning/ventilation equipment at 248 West 14th Street in Manhattan. The noise has been ongoing and is causing a disturbance to the surrounding residents. The equipment is producing a loud humming and whirring sound that can be heard from the street and is particularly bothersome during evening and nighttime hours. I kindly request that the city take action to address this issue and mitigate the excessive noise.,web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.739136625876924,-74.00108617968817
Musty Taste and Odor in Drinking Water at Henry Hudson Parkway West (unique_key: 67082580),"I am writing to report a concern about the taste and odor of my drinking water at my residence, located at 2675 Henry Hudson Parkway West in the Bronx. The water has a musty and stale smell, which is also affecting its taste, making it unpleasant to drink. I am worried about the quality of my drinking water and would like someone to investigate this issue as soon as possible to ensure it is safe for consumption. I would appreciate it if someone could look into this matter and provide a solution to resolve the problem.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.88108089638215,-73.91788162525349
"Dirty Condition Report for 130-30 131 Avenue, Queens (unique_key: 67081017)","I am writing to report a dirty condition on the sidewalk in front of 130-30 131 Avenue in Queens. There is a significant amount of trash scattered on the sidewalk, creating an unsanitary and unpleasant environment for pedestrians. The trash appears to have been accumulating for some time and is in need of immediate attention to maintain the cleanliness and aesthetic of the area. I kindly request that the necessary steps be taken to clean up the trash and prevent future occurrences.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.670989464604446,-73.80851565397501
Homeless Person in Need of Assistance on 6 Avenue (unique_key: 67081007),"I am concerned about a homeless person I saw on the street/sidewalk at 6 Avenue in Manhattan. The individual appears to be in need of assistance and support, and I believe they may benefit from outreach services. I have not seen this person in the area before, suggesting they may not be a chronic issue, but rather someone who could use temporary help. I hope the city can provide them with the necessary resources and guidance to get back on their feet.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.74480147695398,-73.99141808994322
"Unsanitary Pigeon Waste at 157-12 17 Road, Queens (unique_key: 67083746)","I am writing to report a significant pigeon waste issue at 157-12 17 Road in Queens. The pigeon droppings are accumulating on the sidewalks, roofs, and outdoor areas surrounding the 1-2 family dwelling, creating an unsanitary and unpleasant environment for residents. The smell and sight of the waste are not only a nuisance, but also a potential health hazard. I kindly request that the city takes immediate action to address this issue and provide a cleaner and healthier environment for our community.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.78272319225671,-73.80519724838551
Encampment on Broadway Sidewalk (unique_key: 67078201),"I am writing to report a homeless encampment on the sidewalk at 2151 Broadway in Manhattan. The presence of this encampment is causing concern for public safety and sanitation in the area. There are tents and personal belongings scattered on the sidewalk, making it difficult for pedestrians to walk by. I kindly request that the city takes immediate action to address this issue and provide assistance to those in need.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.781439826156365,-73.98118018196605
Malfunctioning Traffic Signal Controller in Brooklyn (unique_key: 67082870),"I am writing to report a issue with a traffic signal controller in Brooklyn that is causing disruptions to the flow of traffic. The controller appears to be malfunctioning, resulting in inconsistent and unpredictable signal timing. As a daily commuter, I have noticed that this issue has been ongoing for several days and is causing frustration for drivers and pedestrians alike. I kindly request that the necessary repairs be made to restore the traffic signal to its normal functioning state.",web form,awaiting response,high,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.68890317557533,-73.98092864957985
Dirt and Gravel on Street at 85 St Marks Avenue (unique_key: 67075283),"I am writing to report a dirty condition on the street at 85 St Marks Avenue in Brooklyn. The area is covered in dirt and gravel, making it difficult to walk and creating an eyesore for the community. As a resident, I am concerned about the impact this has on our neighborhood's appearance and safety. I kindly request that the city sends someone to clean up the dirt and gravel as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.67958046363612,-73.97351872046578
Illegal Dumping on Sidewalk at 178-10 Sayres Avenue (unique_key: 67079599),"I am reporting an incident of illegal dumping on the sidewalk in front of 178-10 Sayres Avenue in Queens. There are large amounts of trash and debris that have been discarded on the sidewalk, creating an eyesore and a potential health hazard for the community. I kindly request that the city sends a crew to remove the dumped materials as soon as possible to restore the cleanliness and safety of our neighborhood. This issue has been ongoing for a while, and I would appreciate prompt attention to this matter.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.697469151410914,-73.77554630837788
Missing No Parking Sign on Fleet Street in Brooklyn (unique_key: 67079541),"I am writing to report that the ""No Parking, Standing, Stopping"" sign is missing from the street sign post at 75 Fleet Street in Brooklyn. As a result, drivers are frequently stopping and parking in the area, causing congestion and safety concerns for pedestrians and other vehicles. I am concerned that the lack of clear signage may lead to accidents or other incidents, and I kindly request that the sign be replaced as soon as possible. I would appreciate it if the city could look into this matter and take the necessary steps to restore the sign.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.69061343502323,-73.98261934831994
"Water Leak at 126 Renwick Avenue, Staten Island (unique_key: 67073945)","I am reporting a water leak at 126 Renwick Avenue on Staten Island. The leak appears to be coming from a pipe or fixture near the street, causing water to accumulate on the sidewalk and potentially creating a hazardous condition for pedestrians. I am concerned that if left unrepaired, the leak could lead to further damage or safety issues. I would appreciate it if someone could investigate and repair the leak as soon as possible.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.61151358694945,-74.10579192641922
Leaking Fire Hydrant in Brooklyn (unique_key: 67079739),"I am reporting a leaking fire hydrant in Brooklyn that is wasting a significant amount of water. The hydrant is constantly dripping and has been this way for several days, causing a small puddle to form on the sidewalk. I am concerned about the waste of this valuable resource and the potential for ice to form on the sidewalk during colder months, posing a slip hazard for pedestrians. I would appreciate it if someone could investigate and repair the hydrant as soon as possible.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.68777317631344,-73.98700112443595
Residential Disposal Complaint - Containers Left Out After Collection (unique_key: 67082518),"I am reporting that the residents of 235 Vernon Avenue in Brooklyn have failed to remove their trash containers from the sidewalk after collection. As of today, the containers are still out, causing an eyesore and potentially attracting pests. I am concerned that this may become a recurring issue and would appreciate it if the city could address this matter and remind the residents of the proper disposal procedures. This is not only a nuisance, but it also affects the overall cleanliness and appearance of our neighborhood.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.69543924610893,-73.94217088744527
Homeless Person in Need of Assistance on 27th Avenue (unique_key: 67082448),"I am concerned about a homeless person who appears to be in need of assistance outside a residential building at 119-15 27th Avenue in Queens. The individual does not seem to be a chronic homeless person, but rather someone who may be temporarily in need of help. I have seen them in the area for a few days and am worried about their well-being, especially with the changing weather conditions. I hope someone can provide them with the necessary support and resources to get back on their feet.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.77385330473711,-73.84787715476297
"Excessive Building Vibration at 70-27 65 Place, Queens (unique_key: 67078523)","I am writing to report a concerning issue with the building at 70-27 65 Place in Queens, where I reside. The entire building has been shaking and vibrating intermittently, raising concerns about its structural stability. This has been ongoing for some time, and I am worried about the potential risks to the safety of the occupants. I kindly request that someone investigates this matter as soon as possible to determine the cause and take necessary corrective actions.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.70349572364307,-73.89020299545672
Rodent Sighting at Riverside Drive Park (unique_key: 67085185),"I am writing to report a rodent sighting at the park located at 400 Riverside Drive in Manhattan. On my visit to the park, I saw a rodent scurrying across the walkway, which was alarming and unsanitary. I am concerned about the potential health risks this poses to park visitors, especially children and families who frequent the area. I kindly request that the relevant authorities take immediate action to address this issue and prevent further rodent infestations.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.806334165733126,-73.96729501831304
"Sewer Backup at 112-41 200 Street, Queens (unique_key: 67084056)","I am reporting a sewer backup at my residence, located at 112-41 200 Street in Queens. The backup occurred in my basement and has caused significant damage to my property, including water damage and unpleasant odors. I am concerned about the health and safety implications of this issue and would like it to be addressed as soon as possible. I would appreciate it if someone could investigate and resolve this matter promptly to prevent further damage and potential health risks.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.702116665708964,-73.75562955546687
Elevator Out of Service at 554 West 53 Street (unique_key: 67085155),"I am writing to report that the elevator at 554 West 53 Street in Manhattan is currently out of service. As there is only one elevator in the building, this is causing a significant inconvenience to residents and visitors who rely on it for access. I am concerned about the impact on people with mobility issues and the potential safety risks associated with using the stairs as an alternative. I would appreciate it if someone could investigate and repair the elevator as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.76738256473987,-73.99239351752419
Broken Parking Meter at 1 Avenue in Manhattan (unique_key: 67083719),"I am reporting a broken parking meter located at 1 Avenue in Manhattan. When I attempted to pay for parking, the coin and card options did not register, and I was unable to complete my transaction. As a result, I was forced to park without paying, but I am concerned that I may still receive a parking ticket. I would appreciate it if someone could investigate and repair or replace the meter as soon as possible to avoid any further issues for other drivers.",phone,awaiting response,high,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.7636564593201,-73.95917926207176
"Excessive Helicopter Noise Above 59 West 71 Street, Manhattan (unique_key: 67083798)","I am writing to report a persistent and disturbing helicopter noise issue above my residence at 59 West 71 Street in Manhattan. The constant hovering and loud whirring of helicopters is causing a significant disturbance to my daily life, making it difficult to concentrate and relax in my own home. The noise is particularly noticeable during late evening and early morning hours, and I am concerned about the potential impact on my quality of life and overall well-being. I would appreciate it if the city could look into this matter and take necessary steps to mitigate the noise pollution.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.77636432329171,-73.9784086849225
Missed Recycling Collection on Rockaway Avenue (unique_key: 67076754),"I am reporting a missed recycling collection for metal, glass, and rigid plastic at my address, 556 Rockaway Avenue in Brooklyn. My recyclables were placed at the curb on the designated collection day, but they were not picked up. I am concerned that this may cause an accumulation of recyclables and would like to request that the collection be completed as soon as possible. I would appreciate it if someone could look into this matter and arrange for the missed collection to be made.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.66654351631619,-73.90994518648039
Excessive Helicopter Noise at 133 West 70 Street (unique_key: 67075119),"I am writing to report a persistent and disturbing helicopter noise issue at my residence, located at 133 West 70 Street in Manhattan. The constant hovering and loud rotor sounds are disrupting my daily life and causing a significant disturbance to the peaceful enjoyment of my home. The helicopters seem to be flying low and frequently, and I am concerned about the potential noise pollution and safety implications. I kindly request that the authorities take necessary steps to address this issue and reduce the helicopter traffic in the area.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.776620032066944,-73.98095046562997
Damaged Outdoor Structure in Manhattan Park (unique_key: 67080889),"I am writing to report a damaged outdoor structure in the park located at 2095 2nd Avenue in Manhattan. The structure, which appears to be a gazebo or pergola, has broken beams and loose debris that pose a hazard to park-goers, especially children. I am concerned about the safety of visitors and would appreciate it if the city could send someone to assess and repair the structure as soon as possible. The damage is noticeable and has likely been this way for some time, so I hope prompt attention can be given to this matter.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.79208151301301,-73.9413899331492
Illegal Tree Damage by Bicycle at 53 Avenue (unique_key: 67075055),"I am reporting a case of illegal tree damage at 90-46 53 Avenue in Queens. A bicycle has been chained to a tree, causing harm to the tree's bark and potentially damaging its health. This has been ongoing for some time, and I am concerned about the long-term impact on the tree. I kindly request that the city takes immediate action to remove the bicycle and protect the tree from further damage.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.73821583687302,-73.87309550583795
"Missed Recycling Collection at 2448 West Street, Brooklyn (unique_key: 67078242)","I am reporting a missed recycling collection at my residence, located at 2448 West Street in Brooklyn. The recycling materials that were not collected include paper, metal, glass, and rigid plastic, which were properly sorted and placed at the curb on the designated collection day. Despite following the proper procedures, the recycling was not picked up, and I am concerned that it may not be collected until the next scheduled collection day. I would greatly appreciate it if the city could send a crew to collect the recycling as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.589498429509916,-73.97003676943099
Excessive Helicopter Noise at 161 West 69 Street (unique_key: 67085243),"I am writing to report a persistent noise issue caused by helicopters flying low over my residence at 161 West 69 Street in Manhattan. The constant whirring and hovering of these helicopters is disrupting my daily life and making it difficult for me to rest or concentrate. The noise is particularly bothersome during evening and late-night hours, and I am concerned about the potential disturbance it may be causing to my neighbors as well. I would appreciate it if the city could look into this matter and take necessary steps to mitigate the noise pollution.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.776436373762756,-73.98245613493063
"Missed Trash Collection at 64-50C 188 STREET, Queens (unique_key: 67081045)","I am reporting a missed trash collection at my residence, located at 64-50C 188 Street in Queens. My trash was not picked up on the scheduled collection day, and it is still sitting on the street. I am concerned that this may attract pests and create an eyesore in our neighborhood. I would appreciate it if the sanitation department could collect my trash as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.7379456573777,-73.78530811856378
Dirty Condition on Sidewalk at 171-16 Liberty Avenue (unique_key: 67083900),"I am writing to report a dirty condition on the sidewalk in front of 171-16 Liberty Avenue in Queens. The area is littered with trash, making it unsightly and potentially hazardous for pedestrians. I am concerned that if this issue is not addressed, it may attract pests and create an unpleasant environment for the community. I would appreciate it if someone could send a sanitation team to clean up the area as soon as possible.",text,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.70383154282788,-73.78710590559353
Missed Trash Collection on East 73 Street (unique_key: 67083926),"I am reporting a missed trash collection at my location on East 73 Street in Manhattan. My trash was not picked up on the scheduled collection day, and it is still sitting on the street. I am concerned that this missed collection may attract pests and create an unsanitary condition, and I would appreciate it if the trash could be collected as soon as possible. I have made sure to follow the proper procedures for trash disposal and placement, and I hope that the issue can be resolved promptly.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.770768675530284,-73.96088617756465
Street Light Outage on Delaware Avenue (unique_key: 67084288),"I am reporting a street light outage at 158 Delaware Avenue on Staten Island. The light has been out for a few days, and it's causing concerns for safety and visibility in the area, especially at night. I would appreciate it if this could be repaired as soon as possible to restore adequate lighting to the street. This outage is affecting the overall ambiance and security of our neighborhood.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.591439712500744,-74.09452627943956
"Water Leak at 22 Bolivar Street, Staten Island (unique_key: 67084062)","I am writing to report a water leak at 22 Bolivar Street on Staten Island. The leak appears to be coming from the street or a nearby water main, and it's causing water to flow onto the sidewalk and street. I'm concerned that this leak may be wasting a significant amount of water and potentially causing damage to the surrounding area. I would appreciate it if someone could investigate and repair the leak as soon as possible.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.60249161903813,-74.11960259136437
Excessive Barking Dog Noise at 94-15 Sutphin Boulevard (unique_key: 67084043),"I am writing to report a noise complaint regarding a barking dog at 94-15 Sutphin Boulevard in Queens. The constant barking has been disrupting my daily activities and I believe it's also a disturbance to my neighbors. The dog's barking is loud and persistent, and I kindly request that someone looks into this matter to help resolve the issue. I would appreciate it if the owner could be notified to take necessary actions to address the noise.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.69886809260431,-73.80682352124253
Excessive Helicopter Noise Above 123 West 72 Street (unique_key: 67083797),"I am writing to report a persistent and disturbing helicopter noise issue above my residence at 123 West 72 Street in Manhattan. The constant hovering and noise from the helicopters are disrupting my daily life and causing a significant disturbance to the peaceful enjoyment of my home. The helicopters seem to be flying at a low altitude, and the noise is loud and continuous, making it difficult for me to concentrate or relax in my own home. I kindly request that the authorities take necessary actions to address this issue and mitigate the excessive noise.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.777904397841986,-73.9799427208931
Smoking in Smoke-Free Area at 152 West 58 Street (unique_key: 67079699),"I am reporting an incident of smoking in a smoke-free area at the commercial building located at 152 West 58 Street in Manhattan. Despite the designated smoke-free zone, individuals are consistently allowed to smoke or vape within the premises, posing a health risk to others. As a frequent visitor to this location, I am concerned about the lack of enforcement and the potential harm it may cause to patrons and employees. I kindly request that the authorities take necessary actions to address this issue and ensure compliance with smoke-free regulations.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.765615883338064,-73.97819195910945
Excessive Helicopter Noise at 30 West 70 Street (unique_key: 67080902),"I am writing to report a persistent noise issue caused by helicopters flying overhead at my residence, located at 30 West 70 Street in Manhattan. The constant hovering and flying of these helicopters is causing a significant disturbance, making it difficult for me to enjoy my home and disrupting my daily activities. The noise is not only annoying but also affecting my overall quality of life, and I kindly request that the relevant authorities look into this matter and take necessary actions to mitigate the noise. I would appreciate any assistance in resolving this issue as soon as possible.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.775329465028875,-73.97792159867004
Excessive Helicopter Noise at 25 West 68 Street (unique_key: 67075120),"I am writing to report a persistent noise issue caused by helicopters flying low over my residence at 25 West 68 Street in Manhattan. The constant whirring and buzzing are disrupting my daily life, making it difficult to concentrate and sleep. I understand that helicopter traffic is a part of city life, but the frequency and proximity of these flights seem excessive. I would appreciate it if the city could look into regulating or mitigating this noise pollution.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.77419061319811,-73.97907010571555
